id,class,folder,signer,fps,video_length,n_frames,fframe_shape,lframe_shape,word_boundaries
555,c018,c018_28,3,29.96845425867508,5.072,152,"(360, 640, 3)","(64, 64, 3)","55,104,137"
556,c018,c018_29,3,29.969064191802012,5.1720000000000015,155,"(360, 640, 3)","(64, 64, 3)","59,105,139"
557,c019,c019_21,3,29.96345919610231,4.105,123,"(360, 640, 3)","(64, 64, 3)","49,88,111"
558,c019,c019_22,3,29.96432818073721,4.205,126,"(360, 640, 3)","(64, 64, 3)","49,85,110"
559,c019,c019_23,3,29.96432818073721,4.205,126,"(360, 640, 3)","(64, 64, 3)","51,85,111"
560,c019,c019_24,3,29.966416946525445,3.871,116,"(360, 640, 3)","(64, 64, 3)","50,82,103"
561,c019,c019_25,3,29.968832414289146,4.171,125,"(360, 640, 3)","(64, 64, 3)","48,81,106"
562,c019,c019_26,3,29.96806681405061,4.0710000000000015,122,"(360, 640, 3)","(64, 64, 3)","48,81,106"
563,c019,c019_27,3,29.96845425867508,3.804,114,"(360, 640, 3)","(64, 64, 3)","45,79,101"
564,c019,c019_28,3,29.97002997002997,4.004,120,"(360, 640, 3)","(64, 64, 3)","46,83,107"
565,c019,c019_29,3,29.96340347666972,4.372,131,"(360, 640, 3)","(64, 64, 3)","52,91,115"
566,c020,c020_21,3,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","32,63"
567,c020,c020_22,3,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","34,64"
568,c020,c020_23,3,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","35,67"
569,c020,c020_24,3,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","39,72"
570,c020,c020_25,3,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","33,67"
571,c020,c020_26,3,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","33,64"
572,c020,c020_27,3,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","34,65"
573,c020,c020_28,3,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","35,68"
574,c020,c020_29,3,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","35,70"
575,c021,c021_21,3,30.0,5.2,156,"(360, 640, 3)","(64, 64, 3)","41,79,138"
576,c021,c021_22,3,30.0,5.0,150,"(360, 640, 3)","(64, 64, 3)","36,68,135"
577,c021,c021_23,3,30.0,5.2,156,"(360, 640, 3)","(64, 64, 3)","37,73,138"
578,c021,c021_24,3,30.0,5.4,162,"(360, 640, 3)","(64, 64, 3)","42,74,145"
579,c021,c021_25,3,30.0,5.3,159,"(360, 640, 3)","(64, 64, 3)","39,68,145"
580,c021,c021_26,3,30.0,5.0,150,"(360, 640, 3)","(64, 64, 3)","37,65,135"
581,c021,c021_27,3,30.0,5.4,162,"(360, 640, 3)","(64, 64, 3)","35,69,123"
582,c021,c021_28,3,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","34,64,128"
583,c021,c021_29,3,30.000000000000004,5.1,153,"(360, 640, 3)","(64, 64, 3)","38,68,135"
584,c022,c022_21,3,29.97002997002997,3.003,90,"(360, 640, 3)","(64, 64, 3)","46,79"
585,c022,c022_22,3,29.961340206185564,3.104,93,"(360, 640, 3)","(64, 64, 3)","47,84"
586,c022,c022_23,3,29.97002997002997,3.003,90,"(360, 640, 3)","(64, 64, 3)","46,80"
587,c022,c022_24,3,29.97002997002997,3.003,90,"(360, 640, 3)","(64, 64, 3)","45,77"
588,c022,c022_25,3,29.967426710097733,3.07,92,"(360, 640, 3)","(64, 64, 3)","48,82"
589,c022,c022_26,3,29.969418960244646,3.27,98,"(360, 640, 3)","(64, 64, 3)","51,85"
590,c022,c022_27,3,29.96845425867508,3.17,95,"(360, 640, 3)","(64, 64, 3)","47,85"
591,c022,c022_28,3,29.9636803874092,3.304,99,"(360, 640, 3)","(64, 64, 3)","51,88"
592,c022,c022_29,3,29.964747356051703,3.404,102,"(360, 640, 3)","(64, 64, 3)","53,90"
593,c001,c001_31,4,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","41,86,129"
594,c001,c001_32,4,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","43,79,129"
595,c001,c001_33,4,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","49,76,123"
596,c001,c001_34,4,30.0,4.4,132,"(360, 640, 3)","(64, 64, 3)","43,72,115"
597,c001,c001_35,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","41,74,118"
598,c001,c001_36,4,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","45,73,126"
599,c001,c001_37,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","45,78,119"
600,c001,c001_38,4,30.0,4.7,141,"(360, 640, 3)","(64, 64, 3)","41,73,121"
601,c001,c001_39,4,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","47,74,125"
602,c002,c002_31,4,30.0,3.9,117,"(360, 640, 3)","(64, 64, 3)","52,88"
603,c002,c002_32,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","40,79"
604,c002,c002_33,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","42,75"
605,c002,c002_34,4,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","30,61"
606,c002,c002_35,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","32,62"
607,c002,c002_36,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","37,71"
608,c002,c002_37,4,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","29,62"
609,c002,c002_38,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","32,69"
610,c002,c002_39,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","48,84"
611,c003,c003_31,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","43,74"
612,c003,c003_32,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","45,77"
613,c003,c003_33,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","47,81"
614,c003,c003_34,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","45,78"
615,c003,c003_35,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","48,83"
616,c003,c003_36,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","48,81"
617,c003,c003_37,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","44,75"
618,c003,c003_38,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","47,78"
619,c003,c003_39,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","54,87"
620,c004,c004_31,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",45
621,c004,c004_32,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",51
622,c004,c004_33,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",49
623,c004,c004_34,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)",52
624,c004,c004_35,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",45
625,c004,c004_36,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",48
626,c004,c004_37,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",48
627,c004,c004_38,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",49
628,c004,c004_39,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",47
629,c005,c005_31,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","41,80,111"
630,c005,c005_32,4,30.0,5.0,150,"(360, 640, 3)","(64, 64, 3)","45,84,129"
631,c005,c005_33,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","38,88,118"
632,c005,c005_34,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","38,80,112"
633,c005,c005_35,4,30.0,4.3,129,"(360, 640, 3)","(64, 64, 3)","44,80,112"
634,c005,c005_36,4,30.0,4.4,132,"(360, 640, 3)","(64, 64, 3)","39,90,115"
635,c005,c005_37,4,30.000000000000004,4.6,138,"(360, 640, 3)","(64, 64, 3)","36,80,117"
636,c005,c005_38,4,30.000000000000004,4.6,138,"(360, 640, 3)","(64, 64, 3)","36,77,120"
637,c005,c005_39,4,30.000000000000004,4.6,138,"(360, 640, 3)","(64, 64, 3)","39,79,114"
638,c006,c006_31,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","33,62"
639,c006,c006_32,4,30.0,2.0,60,"(360, 640, 3)","(64, 64, 3)","31,59"
640,c006,c006_33,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)","31,57"
641,c006,c006_34,4,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)","33,59"
642,c006,c006_35,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)","30,61"
643,c006,c006_36,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)","33,60"
644,c006,c006_37,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)","31,60"
645,c006,c006_38,4,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)","30,59"
646,c006,c006_39,4,30.0,2.0,60,"(360, 640, 3)","(64, 64, 3)","36,59"
647,c007,c007_31,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","41,86"
648,c007,c007_32,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","35,92"
649,c007,c007_33,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","39,86"
650,c007,c007_34,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","38,84"
651,c007,c007_35,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","47,93"
652,c007,c007_36,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","42,94"
653,c007,c007_37,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","39,94"
654,c007,c007_38,4,30.0,3.9,117,"(360, 640, 3)","(64, 64, 3)","42,97"
655,c007,c007_39,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","39,87"
656,c008,c008_31,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","33,81"
657,c008,c008_32,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","36,88"
658,c008,c008_33,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","39,84"
659,c008,c008_34,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","33,78"
660,c008,c008_35,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","36,87"
661,c008,c008_36,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","32,77"
662,c008,c008_37,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","38,84"
663,c008,c008_38,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","36,88"
664,c008,c008_39,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","34,86"
665,c009,c009_31,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)",59
666,c009,c009_32,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)",52
667,c009,c009_33,4,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)",55
668,c009,c009_34,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)",56
669,c009,c009_35,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",49
670,c009,c009_36,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",51
671,c009,c009_37,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",55
672,c009,c009_38,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)",52
673,c009,c009_39,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",52
674,c010,c010_31,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","36,63"
675,c010,c010_32,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","34,73"
676,c010,c010_33,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","33,68"
677,c010,c010_34,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","33,70"
678,c010,c010_35,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","39,84"
679,c010,c010_36,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","37,73"
680,c010,c010_37,4,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","30,66"
681,c010,c010_38,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","34,65"
682,c010,c010_39,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","31,64"
683,c011,c011_31,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",47
684,c011,c011_32,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)",49
685,c011,c011_33,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",46
686,c011,c011_34,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)",52
687,c011,c011_35,4,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",45
688,c011,c011_36,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",45
689,c011,c011_37,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",52
690,c011,c011_38,4,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",48
691,c011,c011_39,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)",46
692,c012,c012_31,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","51,77,120"
693,c012,c012_32,4,30.0,5.0,150,"(360, 640, 3)","(64, 64, 3)","47,80,128"
694,c012,c012_33,4,30.000000000000004,4.6,138,"(360, 640, 3)","(64, 64, 3)","46,71,119"
695,c012,c012_34,4,30.000000000000004,4.6,138,"(360, 640, 3)","(64, 64, 3)","46,75,121"
696,c012,c012_35,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","50,74,121"
697,c012,c012_36,4,30.0,4.3,129,"(360, 640, 3)","(64, 64, 3)","41,64,112"
698,c012,c012_37,4,30.0,4.7,141,"(360, 640, 3)","(64, 64, 3)","44,72,121"
699,c012,c012_38,4,30.0,4.7,141,"(360, 640, 3)","(64, 64, 3)","42,70,118"
700,c012,c012_39,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","42,67,113"
701,c013,c013_31,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","54,90"
702,c013,c013_32,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","51,88"
703,c013,c013_33,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","43,78"
704,c013,c013_34,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","43,82"
705,c013,c013_35,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","45,78"
706,c013,c013_36,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","41,78"
707,c013,c013_37,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","45,90"
708,c013,c013_38,4,30.0,3.8,114,"(360, 640, 3)","(64, 64, 3)","44,80"
709,c013,c013_39,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","43,80"
710,c014,c014_31,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","42,93"
711,c014,c014_32,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","41,93"
712,c014,c014_33,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","41,97"
713,c014,c014_34,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","40,95"
714,c014,c014_35,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","41,96"
715,c014,c014_36,4,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","43,89"
716,c014,c014_37,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","42,92"
717,c014,c014_38,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","44,92"
718,c014,c014_39,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","40,93"
719,c015,c015_31,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","43,77"
720,c015,c015_32,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","44,83"
721,c015,c015_33,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","51,84"
722,c015,c015_34,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","42,76"
723,c015,c015_35,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","44,77"
724,c015,c015_36,4,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","44,81"
725,c015,c015_37,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","44,81"
726,c015,c015_38,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","43,76"
727,c015,c015_39,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","41,71"
728,c016,c016_31,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","45,82"
729,c016,c016_32,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","34,76"
730,c016,c016_33,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","43,81"
731,c016,c016_34,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","45,82"
732,c016,c016_35,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","41,77"
733,c016,c016_36,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","40,79"
734,c016,c016_37,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","41,73"
735,c016,c016_38,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","42,70"
736,c016,c016_39,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","42,75"
737,c017,c017_31,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","46,77"
738,c017,c017_32,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","50,88"
739,c017,c017_33,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","46,73"
740,c017,c017_34,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","42,74"
741,c017,c017_35,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","44,71"
742,c017,c017_36,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","42,72"
743,c017,c017_37,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","44,74"
744,c017,c017_38,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","45,77"
745,c017,c017_39,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","49,81"
746,c018,c018_31,4,30.0,4.0,120,"(360, 640, 3)","(64, 64, 3)","44,81,105"
747,c018,c018_32,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","45,73,97"
748,c018,c018_33,4,30.000000000000004,4.1,123,"(360, 640, 3)","(64, 64, 3)","52,84,107"
749,c018,c018_34,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","37,65,84"
750,c018,c018_35,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","41,69,93"
751,c018,c018_36,4,30.0,3.8,114,"(360, 640, 3)","(64, 64, 3)","39,79,100"
752,c018,c018_37,4,30.0,3.9,117,"(360, 640, 3)","(64, 64, 3)","45,78,101"
753,c018,c018_38,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","40,73,94"
754,c018,c018_39,4,30.0,3.8,114,"(360, 640, 3)","(64, 64, 3)","38,71,95"
755,c019,c019_31,4,30.0,4.0,120,"(360, 640, 3)","(64, 64, 3)","38,75,107"
756,c019,c019_32,4,30.0,4.5,135,"(360, 640, 3)","(64, 64, 3)","45,88,122"
757,c019,c019_33,4,30.0,4.2,126,"(360, 640, 3)","(64, 64, 3)","41,81,112"
758,c019,c019_34,4,30.0,4.2,126,"(360, 640, 3)","(64, 64, 3)","42,79,112"
759,c019,c019_35,4,30.0,4.2,126,"(360, 640, 3)","(64, 64, 3)","41,84,111"
760,c019,c019_36,4,30.0,4.0,120,"(360, 640, 3)","(64, 64, 3)","41,75,109"
761,c019,c019_37,4,30.0,4.4,132,"(360, 640, 3)","(64, 64, 3)","49,85,119"
762,c019,c019_38,4,30.0,4.2,126,"(360, 640, 3)","(64, 64, 3)","45,86,113"
763,c019,c019_39,4,30.0,5.0,150,"(360, 640, 3)","(64, 64, 3)","52,95,129"
764,c020,c020_31,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)","31,62"
765,c020,c020_32,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","39,73"
766,c020,c020_33,4,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","34,66"
767,c020,c020_34,4,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","35,71"
768,c020,c020_35,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","41,76"
769,c020,c020_36,4,30.0,2.5,75,"(360, 640, 3)","(64, 64, 3)","27,63"
770,c020,c020_37,4,30.0,2.6,78,"(360, 640, 3)","(64, 64, 3)","27,62"
771,c020,c020_38,4,30.0,2.7,81,"(360, 640, 3)","(64, 64, 3)","37,69"
772,c020,c020_39,4,30.000000000000004,2.8,84,"(360, 640, 3)","(64, 64, 3)","36,72"
773,c021,c021_31,4,30.000000000000004,4.1,123,"(360, 640, 3)","(64, 64, 3)","28,60,101"
774,c021,c021_32,4,30.0,4.0,120,"(360, 640, 3)","(64, 64, 3)","34,64,100"
775,c021,c021_33,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","29,58,91"
776,c021,c021_34,4,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","25,56,87"
777,c021,c021_35,4,30.0,4.3,129,"(360, 640, 3)","(64, 64, 3)","40,66,112"
778,c021,c021_36,4,30.0,3.9,117,"(360, 640, 3)","(64, 64, 3)","28,62,95"
779,c021,c021_37,4,30.000000000000004,4.1,123,"(360, 640, 3)","(64, 64, 3)","37,65,104"
780,c021,c021_38,4,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","30,52,95"
781,c021,c021_39,4,30.0,3.9,117,"(360, 640, 3)","(64, 64, 3)","27,51,97"
782,c022,c022_31,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","50,81"
783,c022,c022_32,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","47,79"
784,c022,c022_33,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","45,77"
785,c022,c022_34,4,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","46,77"
786,c022,c022_35,4,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","51,84"
787,c022,c022_36,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","46,75"
788,c022,c022_37,4,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","49,77"
789,c022,c022_38,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","43,77"
790,c022,c022_39,4,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","52,79"
791,c001,c001_41,5,30.0,4.9,147,"(360, 640, 3)","(64, 64, 3)","45,78,128"
792,c001,c001_42,5,30.0,5.0,150,"(360, 640, 3)","(64, 64, 3)","48,80,135"
793,c001,c001_43,5,30.000000000000004,5.1,153,"(360, 640, 3)","(64, 64, 3)","46,76,132"
794,c001,c001_44,5,30.000000000000004,5.1,153,"(360, 640, 3)","(64, 64, 3)","50,82,135"
795,c001,c001_45,5,30.0,4.7,141,"(360, 640, 3)","(64, 64, 3)","46,75,124"
796,c001,c001_46,5,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","45,73,126"
797,c001,c001_47,5,30.0,4.9,147,"(360, 640, 3)","(64, 64, 3)","48,77,127"
798,c001,c001_48,5,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","47,77,128"
799,c001,c001_49,5,30.0,4.8,144,"(360, 640, 3)","(64, 64, 3)","48,77,127"
800,c002,c002_41,5,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","30,71"
801,c002,c002_42,5,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","30,72"
802,c002,c002_43,5,30.0,3.2,96,"(360, 640, 3)","(64, 64, 3)","30,74"
803,c002,c002_44,5,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","36,81"
804,c002,c002_45,5,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","35,81"
805,c002,c002_46,5,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","34,87"
806,c002,c002_47,5,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","33,82"
807,c002,c002_48,5,30.0,3.7,111,"(360, 640, 3)","(64, 64, 3)","38,80"
808,c002,c002_49,5,30.0,3.6,108,"(360, 640, 3)","(64, 64, 3)","32,79"
809,c003,c003_41,5,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","43,75"
810,c003,c003_42,5,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","45,76"
811,c003,c003_43,5,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","47,78"
812,c003,c003_44,5,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","46,77"
813,c003,c003_45,5,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","46,76"
814,c003,c003_46,5,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","46,74"
815,c003,c003_47,5,30.0,3.1,93,"(360, 640, 3)","(64, 64, 3)","47,81"
816,c003,c003_48,5,30.0,2.9,87,"(360, 640, 3)","(64, 64, 3)","46,74"
817,c003,c003_49,5,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","47,75"
818,c004,c004_41,5,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)",48
819,c004,c004_42,5,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)",46
820,c004,c004_43,5,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",52
821,c004,c004_44,5,30.0,2.4,72,"(360, 640, 3)","(64, 64, 3)",53
822,c004,c004_45,5,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",49
823,c004,c004_46,5,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",50
824,c004,c004_47,5,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)",47
825,c004,c004_48,5,30.000000000000004,2.3,69,"(360, 640, 3)","(64, 64, 3)",52
826,c004,c004_49,5,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)",45
827,c005,c005_41,5,30.0,3.4,102,"(360, 640, 3)","(64, 64, 3)","28,61,86"
828,c005,c005_42,5,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","31,59,86"
829,c005,c005_43,5,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","31,60,84"
830,c005,c005_44,5,30.0,3.3,99,"(360, 640, 3)","(64, 64, 3)","32,59,84"
831,c005,c005_45,5,29.833487511563373,4.324,129,"(360, 640, 3)","(64, 64, 3)","35,75,112"
832,c005,c005_46,5,29.82954545454545,4.224,126,"(360, 640, 3)","(64, 64, 3)","32,73,110"
833,c005,c005_47,5,29.833487511563373,4.324,129,"(360, 640, 3)","(64, 64, 3)","36,73,109"
834,c005,c005_48,5,30.0,3.0,90,"(360, 640, 3)","(64, 64, 3)","29,50,75"
835,c005,c005_49,5,30.0,3.5,105,"(360, 640, 3)","(64, 64, 3)","33,60,86"
836,c006,c006_41,5,30.0,1.8,54,"(360, 640, 3)","(64, 64, 3)","21,48"
837,c006,c006_42,5,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)","26,59"
838,c006,c006_43,5,30.0,2.2,66,"(360, 640, 3)","(64, 64, 3)","27,60"
